index,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,VALUE
12979,PRY,CROPYIELD,MAIZE,THND_TONNE,A,1994,0.462
12980,PRY,CROPYIELD,MAIZE,THND_TONNE,A,1995,0.816
12981,PRY,CROPYIELD,MAIZE,THND_TONNE,A,1996,0.654
12982,PRY,CROPYIELD,MAIZE,THND_TONNE,A,1997,1.056
12983,PRY,CROPYIELD,MAIZE,THND_TONNE,A,1998,0.874
12984,PRY,CROPYIELD,MAIZE,THND_TONNE,A,1999,0.817
12985,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2000,0.647
12986,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2001,0.947
12987,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2002,0.867
12988,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2003,0.932
12989,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2004,1.12
12990,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2005,0.83
12991,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2006,1.1
12992,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2007,1.25
12993,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2008,1.425
12994,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2009,1.858
12995,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2010,3.109
12996,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2011,3.346
12997,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2012,3.5
12998,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2013,3.9356
12999,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2014,3.2188
13000,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2015,5.07
13001,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2016,4.599847247
13002,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2017,4.79703805
13003,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2018,4.837487135
13004,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2019,4.902740175
13005,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2020,4.980738419
13006,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2021,5.063651629
13007,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2022,5.148097499
13008,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2023,5.240951463
13009,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2024,5.329236031
13010,PRY,CROPYIELD,MAIZE,THND_TONNE,A,2025,5.412258269
13011,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,1990,0.0000009
13012,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,1991,0.0000009
13013,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,1992,0.0000009
13014,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,1993,0.0000009
13015,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,1994,0.0000009
13016,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,1995,0.0000009
13017,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,1996,0.0000009
13018,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,1997,0.0000009
13019,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,1998,0.0000009
13020,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,1999,0.0000009
13021,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2000,0.0000009
13022,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2001,0.0000009
13023,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2002,0.0000009
13024,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2003,0.005
13025,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2004,0.005
13026,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2005,0.037
13027,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2006,0.061
13028,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2007,0.058
13029,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2008,0.059
13030,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2009,0.07
13031,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2010,0.07
13032,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2011,0.07
13033,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2012,0.075
13034,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2013,0.075
13035,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2014,0.075
13036,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2015,0.075
13037,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2016,0.075292598
13038,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2017,0.075391598
13039,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2018,0.076109549
13040,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2019,0.076609972
13041,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2020,0.077015841
13042,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2021,0.077518216
13043,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2022,0.078129515
13044,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2023,0.078447742
13045,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2024,0.078520962
13046,BGD,CROPYIELD,SOYBEAN,THND_TONNE,A,2025,0.078934932
13047,MYS,CROPYIELD,SOYBEAN,THND_HA,A,1990,0.000006
13048,MYS,CROPYIELD,SOYBEAN,THND_HA,A,1991,0.000003
13049,MYS,CROPYIELD,SOYBEAN,THND_HA,A,1992,0.000003
13050,MYS,CROPYIELD,SOYBEAN,THND_HA,A,1993,0.000003
13051,MYS,CROPYIELD,SOYBEAN,THND_HA,A,1994,0.000003
13052,MYS,CROPYIELD,SOYBEAN,THND_HA,A,1995,0.000003
13053,MYS,CROPYIELD,SOYBEAN,THND_HA,A,1996,0.000003
13054,MYS,CROPYIELD,SOYBEAN,THND_HA,A,1997,0.000003
13055,MYS,CROPYIELD,SOYBEAN,THND_HA,A,1998,0.000003
13056,MYS,CROPYIELD,SOYBEAN,THND_HA,A,1999,0.000003
13057,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2000,0.000003
13058,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2001,0.000003
13059,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2002,0.000003
13060,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2003,0.000003
13061,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2004,0.000003
13062,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2005,0.000003
13063,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2006,0.000003
13064,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2007,0.000003
13065,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2008,0.000003
13066,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2009,0.000003
13067,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2010,0.000003
13068,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2011,0.000003
13069,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2012,0.000003
13070,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2013,0.000003
13071,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2014,0.000003
13072,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2015,0.000003
13073,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2016,2.99E-06
13074,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2017,2.97E-06
13075,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2018,2.97E-06
13076,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2019,2.97E-06
13077,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2020,2.97E-06
13078,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2021,2.97E-06
13079,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2022,2.97E-06
13080,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2023,2.97E-06
13081,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2024,2.96E-06
13082,MYS,CROPYIELD,SOYBEAN,THND_HA,A,2025,2.96E-06
13083,JPN,CROPYIELD,MAIZE,THND_TONNE,A,1990,0.000807
13084,JPN,CROPYIELD,MAIZE,THND_TONNE,A,1991,0.00073
13085,JPN,CROPYIELD,MAIZE,THND_TONNE,A,1992,0.0007
13086,JPN,CROPYIELD,MAIZE,THND_TONNE,A,1993,0.0005
13087,JPN,CROPYIELD,MAIZE,THND_TONNE,A,1994,0.00042
13088,JPN,CROPYIELD,MAIZE,THND_TONNE,A,1995,0.0003
13089,JPN,CROPYIELD,MAIZE,THND_TONNE,A,1996,0.00025
13090,JPN,CROPYIELD,MAIZE,THND_TONNE,A,1997,0.00027
13091,JPN,CROPYIELD,MAIZE,THND_TONNE,A,1998,0.00023
13092,JPN,CROPYIELD,MAIZE,THND_TONNE,A,1999,0.00018
13093,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2000,0.000188
13094,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2001,0.00017
13095,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2002,0.00016
13096,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2003,0.000142
13097,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2004,0.00015
13098,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2005,0.000156
13099,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2006,0.000147
13100,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2007,0.000155
13101,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2008,0.00016
13102,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2009,0.000165
13103,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2010,0.000163
13104,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2011,0.000165
13105,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2012,0.00017
13106,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2013,0.00018
13107,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2014,0.000165393
13108,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2015,0.000165765
13109,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2016,0.000166131
13110,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2017,0.000167092
13111,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2018,0.000166886
13112,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2019,0.000166766
13113,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2020,0.000166655
13114,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2021,0.000166798
13115,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2022,0.000166635
13116,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2023,0.000166817
13117,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2024,0.000166966
13118,JPN,CROPYIELD,MAIZE,THND_TONNE,A,2025,0.000167328
13119,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,1990,141.03639
13120,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,1991,147.926277
13121,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,1992,140.842633
13122,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,1993,157.230625
13123,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,1994,159.7699
13124,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,1995,160.5287
13125,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,1996,184.9157
13126,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,1997,160.884044
13127,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,1998,181.825753
13128,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,1999,180.901079
13129,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2000,163.3252
13130,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2001,177.831675
13131,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2002,180.041532
13132,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2003,190.968623
13133,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2004,199.313558
13134,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2005,203.936212
13135,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2006,219.779685
13136,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2007,234.472617
13137,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2008,264.394408
13138,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2009,248.309422
13139,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2010,270.860263
13140,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2011,288.085227
13141,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2012,319.91921
13142,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2013,347.408487
13143,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2014,343.615043
13144,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2015,348.1908
13145,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2016,341.7433412
13146,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2017,356.9257199
13147,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2018,359.2050111
13148,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2019,364.4957686
13149,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2020,370.8067692
13150,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2021,377.1315838
13151,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2022,382.2308861
13152,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2023,387.3066079
13153,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2024,393.101593
13154,BRICS,CROPYIELD,MAIZE,THND_TONNE,A,2025,397.3663726
13155,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,1990,
13156,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,1991,
13157,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,1992,
13158,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,1993,
13159,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,1994,
13160,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,1995,
13161,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,1996,
13162,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,1997,
13163,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,1998,
13164,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,1999,
13165,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2000,
13166,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2001,
13167,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2002,
13168,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2003,
13169,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2004,
13170,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2005,
13171,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2006,
13172,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2007,
13173,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2008,
13174,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2009,
13175,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2010,
13176,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2011,
13177,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2012,
13178,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2013,
13179,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2014,
13180,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2015,
13181,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2016,
13182,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2017,
13183,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2018,
13184,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2019,
13185,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2020,
13186,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2021,
13187,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2022,
13188,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2023,
13189,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2024,
13190,GHA,CROPYIELD,SOYBEAN,TONNE_HA,A,2025,
13191,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,1990,
13192,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,1991,
13193,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,1992,
13194,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,1993,
13195,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,1994,
13196,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,1995,
13197,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,1996,
13198,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,1997,
13199,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,1998,
13200,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,1999,
13201,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2000,
13202,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2001,
13203,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2002,
13204,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2003,
13205,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2004,
13206,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2005,
13207,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2006,
13208,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2007,
13209,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2008,
13210,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2009,
13211,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2010,
13212,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2011,
13213,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2012,
13214,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2013,
13215,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2014,
13216,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2015,
13217,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2016,
13218,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2017,
13219,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2018,
13220,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2019,
13221,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2020,
13222,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2021,
13223,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2022,
13224,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2023,
13225,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2024,
13226,SSA,CROPYIELD,SOYBEAN,TONNE_HA,A,2025,
13227,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,1990,
13228,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,1991,
13229,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,1992,
13230,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,1993,
13231,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,1994,
13232,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,1995,
13233,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,1996,
13234,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,1997,
13235,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,1998,
13236,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,1999,
13237,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2000,
13238,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2001,
13239,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2002,
13240,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2003,
13241,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2004,
13242,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2005,
13243,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2006,
13244,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2007,
13245,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2008,
13246,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2009,
13247,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2010,
13248,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2011,
13249,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2012,
13250,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2013,
13251,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2014,
13252,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2015,
13253,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2016,
13254,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2017,
13255,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2018,
13256,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2019,
13257,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2020,
13258,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2021,
13259,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2022,
13260,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2023,
13261,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2024,
13262,VNM,CROPYIELD,SOYBEAN,TONNE_HA,A,2025,
13263,MYS,CROPYIELD,MAIZE,THND_TONNE,A,1990,0.035
13264,MYS,CROPYIELD,MAIZE,THND_TONNE,A,1991,0.035
13265,MYS,CROPYIELD,MAIZE,THND_TONNE,A,1992,0.036
13266,MYS,CROPYIELD,MAIZE,THND_TONNE,A,1993,0.038
13267,MYS,CROPYIELD,MAIZE,THND_TONNE,A,1994,0.04
13268,MYS,CROPYIELD,MAIZE,THND_TONNE,A,1995,0.043
13269,MYS,CROPYIELD,MAIZE,THND_TONNE,A,1996,0.045
13270,MYS,CROPYIELD,MAIZE,THND_TONNE,A,1997,0.048
13271,MYS,CROPYIELD,MAIZE,THND_TONNE,A,1998,0.05
13272,MYS,CROPYIELD,MAIZE,THND_TONNE,A,1999,0.057
13273,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2000,0.065
13274,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2001,0.067
13275,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2002,0.07
13276,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2003,0.072
13277,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2004,0.072
13278,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2005,0.075
13279,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2006,0.032075
13280,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2007,0.032959
13281,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2008,0.03639
13282,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2009,0.0476
13283,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2010,0.04998
13284,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2011,0.059842
13285,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2012,0.052481
13286,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2013,0.055105
13287,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2014,0.056
13288,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2015,0.058
13289,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2016,0.047025495
13290,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2017,0.046925678
13291,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2018,0.046586306
13292,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2019,0.046829081
13293,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2020,0.047351208
13294,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2021,0.04796698
13295,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2022,0.048660422
13296,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2023,0.049327541
13297,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2024,0.049861644
13298,MYS,CROPYIELD,MAIZE,THND_TONNE,A,2025,0.050404962
13299,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,1990,
13300,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,1991,
13301,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,1992,
13302,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,1993,
13303,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,1994,
13304,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,1995,
13305,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,1996,
13306,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,1997,
13307,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,1998,
13308,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,1999,
13309,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2000,
13310,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2001,
13311,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2002,
13312,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2003,
13313,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2004,
13314,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2005,
13315,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2006,
13316,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2007,
13317,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2008,
13318,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2009,
13319,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2010,
13320,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2011,
13321,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2012,
13322,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2013,
13323,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2014,
13324,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2015,
13325,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2016,
13326,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2017,
13327,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2018,
13328,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2019,
13329,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2020,
13330,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2021,
13331,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2022,
13332,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2023,
13333,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2024,
13334,ZMB,CROPYIELD,SOYBEAN,TONNE_HA,A,2025,
13335,MEX,CROPYIELD,MAIZE,THND_HA,A,1990,7.339
13336,MEX,CROPYIELD,MAIZE,THND_HA,A,1991,6.946831
13337,MEX,CROPYIELD,MAIZE,THND_HA,A,1992,7.219352
13338,MEX,CROPYIELD,MAIZE,THND_HA,A,1993,7.428225
